id,vehicle_number,date,time,violation,location,video_name,confidence,traffic_light_color,violation_type,image_path,ocr_text,plate_number
50,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets101.png,[],
51,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets101.png,[],
52,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets108.png,[],
53,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets108.png,[],
54,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets108.png,[],
55,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets135.png,[],
56,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets135.png,[],
57,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets135.png,[],
58,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets152.png,[],
59,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets152.png,[],
60,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets152.png,[],
61,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets170.png,[],
62,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets170.png,[],
63,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets18.png,[],
64,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets18.png,[],
65,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets197.png,[],
66,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets197.png,[],
67,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets205.png,[],
68,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets211.png,[],
69,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets211.png,[],
70,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets211.png,[],
71,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets212.png,[],
72,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets212.png,[],
73,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets224.png,[],
74,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets224.png,[],
75,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets224.png,[],
76,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets244.png,[],
77,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets244.png,[],
78,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets251.png,[],
79,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets251.png,[],
80,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets26.png,[],
81,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets26.png,[],
82,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets285.png,[],
83,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets285.png,[],
84,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets285.png,[],
85,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets293.png,[],
86,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets306.png,[],
87,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets306.png,[],
88,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets32.png,[],
89,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets32.png,[],
90,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets32.png,[],
91,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets322.png,[],
92,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets322.png,[],
93,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets331.png,[],
94,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets331.png,[],
95,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets332.png,[],
96,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets332.png,[],
97,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets333.png,[],
98,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets333.png,[],
99,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets333.png,[],
100,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets338.png,[],
101,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets338.png,[],
102,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets34.png,[],
103,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets34.png,[],
104,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets342.png,[],
105,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets342.png,[],
106,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets342.png,[],
107,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets349.png,[],
108,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets349.png,[],
109,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets349.png,[],
110,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets367.png,[],
111,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets367.png,[],
112,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets367.png,[],
113,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets374.png,[],
114,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets384.png,[],
115,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets384.png,[],
116,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets384.png,[],
117,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets389.png,[],
118,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets389.png,[],
119,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets391.png,[],
120,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets391.png,[],
121,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets410.png,[],
122,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets410.png,[],
123,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets412.png,[],
124,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets412.png,[],
125,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets412.png,[],
126,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets436.png,[],
127,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets436.png,[],
128,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets447.png,[],
129,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets447.png,[],
130,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets448.png,[],
131,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets448.png,[],
132,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets448.png,[],
133,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets449.png,[],
134,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets451.png,[],
135,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets451.png,[],
136,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets451.png,[],
137,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets459.png,[],
138,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets459.png,[],
139,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets459.png,[],
140,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets460.png,[],
141,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets460.png,[],
142,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets466.png,[],
143,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets466.png,[],
144,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets476.png,[],
145,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets476.png,[],
146,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets476.png,[],
147,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets484.png,[],
148,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets484.png,[],
149,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets509.png,[],
150,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets509.png,[],
151,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets509.png,[],
152,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets515.png,[],
153,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets515.png,[],
154,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets516.png,[],
155,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets516.png,[],
156,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets519.png,[],
157,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets519.png,[],
158,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets563.png,[],
159,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets563.png,[],
160,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets563.png,[],
161,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets568.png,[],
162,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets568.png,[],
163,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets568.png,[],
164,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets571.png,[],
165,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets571.png,[],
166,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets571.png,[],
167,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets581.png,[],
168,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets581.png,[],
169,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets581.png,[],
170,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets585.png,[],
171,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets585.png,[],
172,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets592.png,[],
173,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets592.png,[],
174,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets603.png,[],
175,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets603.png,[],
176,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets603.png,[],
177,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets612.png,[],
178,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets612.png,[],
179,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets612.png,[],
180,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets618.png,[],
181,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets618.png,[],
182,,,,lane_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets635.png,[],
183,,,,helmet_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets635.png,[],
184,,,,red_light_violation,,,,,,C:\Users\sav13\OneDrive\Desktop\project\subset_datasets\helmet\test\images\BikesHelmets64.png,[],
